11.91,38268,420.000012,
11.94,38264,420.999984,
11.97,38260,423,
12.01,38256,424.000008,
12.04,38251,425.000016,
12.07,38247,425.999988,
12.01,38242,426.999996,
12.14,38237,428.000004,
12.01,38233,429.999984,
12.21,38228,430.999992,
12.24,38223,432,
12.27,38219,433.000008,
12.31,38214,434.000016,
12.34,38210,435.999996,
12.37,38205,437.000004,
12.41,38200,438.000012,
12.44,38196,438.999984,
12.47,38191,439.999992,
12.51,38186,441,
12.54,38182,443.000016,
12.57,38177,443.999988,
12.61,38173,444.999996,
12.64,38168,446.000004,
12.67,38163,447.000012,
12.71,38159,448.999992,
12.74,38154,450,
12.77,38149,451.000008,
12.81,38145,452.000016,
12.84,38140,452.999988,
12.87,38136,453.999996,
12.91,38131,456.000012,
12.94,38126,456.999984,
12.97,38122,457.999992,
13.01,38118,459,
13.04,38113,460.000008,
13.07,38109,461.999988,
13.01,38105,462.999996,
13.14,38101,464.000004,
13.01,38096,464.999976,
13.21,38092,465.999984,
13.24,38088,466.999992,
13.28,38083,469.000008,
13.31,38079,470.000016,
13.34,38075,470.999988,
13.38,38071,471.999996,
13.41,38066,473.000004,
13.44,38062,474.999984,
13.48,38058,475.999992,
13.51,38053,477,
13.54,38049,478.000008,
13.58,38045,479.000016,
13.61,38041,479.999988,
13.64,38036,482.000004,
13.68,38032,483.000012,
13.71,38028,483.999984,
13.74,38023,484.999992,
13.78,38019,486,
13.81,38015,488.000016,
13.84,38011,488.999988,
13.88,38006,489.999996,
13.91,38002,491.000004,
13.94,37998,492.000012,
13.98,37993,492.999984,
14.01,37989,493.999992,
14.04,37984,496.000008,
14.08,37980,497.000016,
14.11,37976,497.999988,
14.14,37971,498.999996,
14.18,37967,500.000004,
14.21,37962,501.000012,
14.24,37958,501.999984,
14.28,37953,502.999992,
14.31,37949,504,
14.34,37944,505.000008,
14.3,37940,506.000016,
14.41,37935,506.999988,
14.44,37931,507.999996,
14.4,37926,510.000012,
14.51,37922,510.999984,
14.54,37917,511.999992,
14.5,37913,513,
14.61,37908,514.000008,
14.64,37904,515.000016,
14.68,37899,515.999988,
14.71,37895,516.999996,
14.74,37890,518.000004,
14.78,37886,519.000012,
14.81,37881,519.999984,
14.84,37877,520.999992,
14.88,37872,522,
14.91,37868,523.000008,
14.94,37863,524.999988,
14.98,37859,525.999996,
15.01,37853,527.000004,
15.04,37848,528.000012,
15.08,37842,529.999992,
15.11,37837,531,
15.14,37831,532.000008,
15.18,37826,533.000016,
15.21,37820,534.999996,
15.24,37815,536.000004,
15.28,37809,537.000012,
15.31,37804,538.999992,
15.34,37798,540,
15.38,37793,541.000008,
15.41,37787,542.000016,
15.48,37776,545.000004,
15.51,37771,546.000012,
15.54,37765,547.999992,
15.58,37760,549,
15.61,37754,550.000008,
15.64,37748,551.000016,
15.68,37743,552.999996,
15.71,37737,554.000004,
15.74,37732,555.000012,
15.78,37726,556.999992,
15.81,37721,558,
15.84,37715,559.000008,
15.88,37710,560.999988,
15.91,37704,561.999996,
15.94,37699,563.000004,
15.98,37693,564.000012,
16.01,37688,565.999992,
16.04,37682,567,
16.08,37677,568.000008,
16.11,37671,569.000016,
16.14,37666,569.999988,
16.18,37660,570.999996,
16.21,37655,573.000012,
16.24,37649,573.999984,
16.28,37644,574.999992,
16.31,37638,576,
16.34,37633,577.000008,
16.38,37627,578.999988,
16.41,37622,579.999996,
16.44,37616,581.000004,
16.48,37611,582.000012,
16.51,37605,582.999984,
16.54,37600,583.999992,
16.58,37594,586.000008,
16.61,37589,587.000016,
16.65,37583,587.999988,
16.68,37578,588.999996,
16.71,37572,590.000004,
16.75,37567,591.999984,
16.78,37561,592.999992,
16.81,37556,594,
16.85,37550,595.000008,
16.91,37539,596.999988,
16.95,37534,599.000004,
17.01,37523,600.999984,
17.05,37517,601.999992,
17.08,37511,603,
17.11,37506,605.000016,
17.15,37500,605.999988,
17.18,37494,606.999996,
17.21,37488,608.000004,
17.25,37483,609.000012,
17.28,37477,609.999984,
17.31,37471,612,
17.35,37466,613.000008,
17.38,37460,614.000016,
17.41,37454,614.999988,
17.45,37448,615.999996,
17.48,37443,617.000004,
17.51,37437,618.999984,
17.55,37431,619.999992,
17.58,37426,621,
17.61,37420,622.000008,
17.65,37414,623.000016,
17.68,37409,624.999996,
17.71,37403,626.000004,
17.75,37397,627.000012,
17.78,37391,627.999984,
17.81,37386,628.999992,
17.85,37380,630,
17.88,37374,632.000016,
17.91,37369,632.999988,
17.95,37363,633.999996,
17.98,37357,635.000004,
18.01,37352,636.000012,
18.05,37346,636.999984,
18.08,37340,637.999992,
18.11,37335,639,
18.15,37329,641.000016,
18.18,37324,641.999988,
18.21,37318,642.999996,
18.25,37312,644.000004,
18.28,37307,645.000012,
18.31,37301,645.999984,
18.35,37296,646.999992,
18.38,37290,648,
18.45,37279,650.000016,
18.48,37273,650.999988,
18.51,37268,651.999996,
18.55,37262,653.000004,
18.58,37256,654.000012,
18.61,37251,655.999992,
18.65,37245,657,
18.68,37240,658.000008,
18.71,37234,659.000016,
18.75,37228,659.999988,
18.78,37223,660.999996,
18.81,37217,662.000004,
18.85,37212,663.000012,
18.88,37206,663.999984,
18.91,37200,664.999992,
18.95,37195,666,
18.98,37189,667.000008,
19.01,37182,668.999988,
19.05,37175,669.999996,
19.08,37168,671.000004,
19.11,37162,672.000012,
19.15,37155,672.999984,
19.18,37148,675,
19.21,37141,676.000008,
19.25,37135,677.000016,
19.28,37128,677.999988,
19.31,37121,678.999996,
19.35,37115,680.000004,
19.38,37108,681.999984,
19.41,37101,682.999992,
19.45,37094,684,
19.48,37088,685.000008,
19.51,37081,686.000016,
19.55,37074,687.999996,
19.58,37067,689.000004,
19.61,37061,690.000012,
19.65,37054,690.999984,
19.68,37047,691.999992,
19.71,37041,693,
19.75,37034,695.000016,
19.78,37027,695.999988,
19.81,37020,696.999996,
19.85,37014,698.000004,
19.88,37007,699.000012,
19.91,37000,700.999992,
19.95,36994,702,
19.98,36987,703.000008,
20.02,36980,704.000016,
20.05,36974,704.999988,
20.08,36967,705.999996,
20.12,36961,707.000004,
20.15,36954,708.000012,
20.18,36948,708.999984,
20.22,36941,709.999992,
20.25,36935,711,
20.28,36928,712.000008,
20.32,36922,713.999988,
20.35,36915,714.999996,
20.38,36909,716.000004,
20.42,36902,717.000012,
20.45,36896,717.999984,
20.48,36889,718.999992,
20.52,36883,720,
20.55,36876,721.000008,
20.58,36870,722.000016,
20.62,36863,722.999988,
20.65,36857,723.999996,
20.68,36850,725.000004,
20.72,36843,726.000012,
20.75,36837,727.999992,
20.78,36830,729,
20.82,36824,730.000008,
20.85,36817,731.000016,
20.88,36811,731.999988,
20.92,36804,732.999996,
20.95,36798,734.000004,
20.98,36791,735.000012,
21.02,36784,735.999984,
21.05,36777,738,
21.08,36770,739.000008,
21.12,36763,740.000016,
21.15,36756,740.999988,
21.18,36750,743.000004,
21.22,36743,744.000012,
21.25,36736,744.999984,
21.28,36729,745.999992,
21.32,36722,747,
21.35,36715,749.000016,
21.38,36708,749.999988,
21.42,36701,750.999996,
21.45,36694,752.000004,
21.48,36687,753.999984,
21.52,36680,754.999992,
21.55,36673,756,
21.58,36666,757.000008,
21.62,36659,758.999988,
21.65,36653,759.999996,
21.68,36646,761.000004,
21.72,36639,762.000012,
21.75,36632,763.999992,
21.78,36625,765,
21.82,36618,766.000008,
21.85,36611,767.000016,
21.88,36604,767.999988,
21.92,36597,770.000004,
21.95,36590,771.000012,
21.98,36583,771.999984,
22.02,36575,772.999992,
22.05,36568,774,
22.12,36553,776.000016,
22.15,36545,776.999988,
22.18,36538,777.999996,
22.22,36530,779.000004,
22.25,36523,780.000012,
22.28,36515,780.999984,
22.32,36507,781.999992,
22.35,36500,783,
22.38,36492,784.000008,
22.42,36485,785.000016,
22.45,36477,785.999988,
22.48,36470,786.999996,
22.52,36462,786.999996,
22.55,36455,788.000004,
22.58,36447,789.000012,
22.62,36440,789.999984,
22.65,36432,790.999992,
22.68,36425,792,
22.72,36417,793.000008,
22.75,36409,794.000016,
22.78,36402,794.999988,
22.82,36394,795.999996,
22.85,36387,797.000004,
22.88,36379,798.000012,
22.92,36372,798.999984,
22.95,36364,799.999992,
22.98,36357,801,
23.02,36349,801,
23.05,36342,802.000008,
23.08,36334,803.000016,
23.12,36327,803.000016,
23.15,36319,803.999988,
23.18,36311,804.999996,
23.22,36304,804.999996,
23.25,36296,806.000004,
23.29,36289,807.000012,
23.32,36281,807.000012,
23.35,36274,807.999984,
23.39,36266,808.999992,
23.45,36251,810,
23.49,36244,810,
23.52,36236,811.000008,
23.55,36229,812.000016,
23.62,36213,812.999988,
23.65,36206,813.999996,
23.69,36198,813.999996,
23.72,36191,815.000004,
23.75,36183,816.000012,
23.79,36176,816.000012,
23.82,36168,816.999984,
23.85,36161,817.999992,
23.89,36153,817.999992,
23.92,36146,819,
23.95,36138,819,
23.99,36130,821.000016,
24.02,36122,821.999988,
24.05,36114,822.999996,
24.09,36106,824.000004,
24.12,36098,825.000012,
24.15,36090,825.999984,
24.19,36082,828,
24.22,36074,829.000008,
24.25,36066,830.000016,
24.29,36058,830.999988,
24.32,36050,831.999996,
24.35,36042,833.000004,
24.39,36034,834.999984,
24.42,36026,835.999992,
24.45,36017,837,
24.49,36009,838.000008,
24.52,36001,839.000016,
24.55,35993,840.999996,
24.59,35985,842.000004,
24.62,35977,843.000012,
24.65,35969,843.999984,
24.69,35961,844.999992,
24.72,35953,846,
24.75,35945,848.000016,
24.79,35937,848.999988,
24.82,35929,849.999996,
24.85,35921,851.000004,
24.89,35913,852.000012,
24.92,35905,853.999992,
24.95,35897,855,
24.99,35889,856.000008,
25.02,35881,857.000016,
25.05,35874,857.000016,
25.09,35866,857.999988,
25.12,35858,858.999996,
25.15,35851,860.000004,
25.19,35843,861.000012,
25.22,35836,861.999984,
25.25,35828,862.999992,
25.29,35820,862.999992,
25.32,35813,864,
25.35,35805,865.000008,
25.39,35797,866.000016,
25.42,35790,866.999988,
25.45,35782,867.999996,
25.49,35774,869.000004,
25.52,35767,869.000004,
25.55,35759,870.000012,
25.59,35751,870.999984,
25.62,35744,871.999992,
25.65,35736,873,
25.69,35729,874.000008,
25.72,35721,875.000016,
25.75,35713,875.000016,
25.79,35706,875.999988,
25.82,35698,876.999996,
25.85,35690,878.000004,
25.89,35683,879.000012,
25.92,35675,879.999984,
25.95,35667,880.999992,
25.99,35659,882,
26.02,35651,883.000008,
26.05,35642,884.000016,
26.09,35633,884.999988,
26.12,35625,885.999996,
26.15,35616,887.000004,
26.01,35608,887.999976,
26.22,35599,888.999984,
26.25,35591,889.999992,
26.29,35582,891,
26.32,35573,892.000008,
26.35,35565,893.000016,
26.42,35548,896.000004,
26.45,35539,897.000012,
26.49,35531,897.999984,
26.52,35522,898.999992,
26.55,35514,900,
26.59,35505,901.000008,
26.62,35496,902.000016,
26.66,35488,902.999988,
26.69,35479,903.999996,
26.72,35471,905.000004,
26.76,35462,906.000012,
26.79,35454,906.999984,
26.86,35437,910.000008,
26.92,35419,911.999988,
26.96,35411,912.999996,
26.99,35402,914.000004,
27.02,35393,915.000012,
27.06,35385,915.999984,
27.09,35376,916.999992,
27.12,35367,918,
27.16,35358,919.000008,
27.19,35350,920.000016,
27.22,35341,920.999988,
27.26,35332,921.999996,
27.29,35323,921.999996,
27.32,35315,923.000004,
27.36,35306,924.000012,
27.39,35297,924.999984,
27.42,35288,925.999992,
27.46,35280,927,
27.49,35271,928.000008,
27.52,35262,929.000016,
27.56,35253,929.999988,
27.59,35244,930.999996,
27.62,35236,932.000004,
27.66,35227,933.000012,
27.69,35218,933.999984,
27.72,35209,934.999992,
27.76,35201,936,
27.79,35192,937.000008,
27.82,35183,938.000016,
27.86,35174,938.999988,
27.89,35166,939.999996,
27.92,35157,941.000004,
27.96,35148,942.000012,
27.99,35141,942.999984,
28.02,35135,943.999992,
28.06,35128,945,
28.09,35122,946.000008,
28.12,35116,947.000016,
28.16,35109,947.999988,
28.19,35103,948.999996,
28.22,35096,950.000004,
28.26,35090,951.000012,
28.29,35083,951.000012,
28.32,35077,951.999984,
28.36,35071,952.999992,
28.39,35064,954,
28.42,35058,955.000008,
28.46,35051,956.000016,
28.49,35045,956.999988,
28.52,35039,957.999996,
28.56,35032,959.000004,
28.59,35026,960.000012,
28.62,35019,960.999984,
28.66,35013,961.999992,
28.69,35006,963,
28.72,35000,964.000008,
28.76,34994,965.000016,
28.79,34987,965.999988,
28.82,34981,966.999996,
28.86,34974,968.000004,
28.89,34968,969.000012,
28.92,34961,969.999984,
28.96,34955,970.999992,
28.99,34944,972,
29.02,34932,973.000008,
29.06,34920,974.000016,
29.09,34908,974.999988,
29.12,34897,975.999996,
29.16,34885,977.000004,
29.19,34873,978.000012,
29.22,34861,978.999984,
29.26,34849,979.999992,
29.29,34838,979.999992,
29.32,34826,981,
29.36,34814,982.000008,
29.39,34802,983.000016,
29.42,34790,983.999988,
29.46,34779,984.999996,
29.49,34767,986.000004,
29.52,34755,987.000012,
29.56,34743,987.999984,
29.59,34731,988.999992,
29.62,34719,990,
29.66,34708,991.000008,
29.69,34696,992.000016,
29.72,34684,992.999988,
29.76,34672,993.999996,
29.79,34660,995.000004,
29.82,34649,996.000012,
29.86,34637,996.999984,
29.89,34625,997.999992,
29.93,34613,999,
29.96,34601,1000.000008,
29.99,34592,1001.000016,
30.03,34582,1001.999988,
30.06,34573,1002.999996,
30.09,34563,1004.000004,
30.13,34554,1005.000012,
30.16,34544,1005.999984,
30.19,34535,1006.999992,
30.23,34525,1008,
30.26,34516,1009.000008,
30.29,34506,1010.999988,
30.33,34497,1011.999996,
30.36,34487,1013.000004,
30.39,34478,1014.000012,
30.43,34468,1014.999984,
30.46,34459,1015.999992,
30.49,34450,1017,
30.53,34440,1018.000008,
30.56,34431,1019.000016,
30.59,34421,1019.999988,
30.63,34412,1020.999996,
30.66,34402,1022.000004,
30.69,34393,1023.000012,
30.73,34383,1023.999984,
30.76,34374,1026,
30.79,34364,1027.000008,
30.83,34355,1028.000016,
30.86,34345,1028.999988,
30.89,34336,1029.999996,
30.93,34326,1031.000004,
30.96,34317,1032.000012,
30.99,34307,1032.999984,
31.03,34298,1033.999992,
31.06,34289,1035,
31.09,34279,1036.000008,
31.13,34270,1037.000016,
31.16,34260,1037.999988,
31.19,34251,1038.999996,
31.23,34241,1040.000004,
31.26,34232,1041.000012,
31.29,34222,1041.999984,
31.33,34213,1042.999992,
31.36,34203,1044,
31.39,34194,1045.000008,
31.43,34184,1046.000016,
31.46,34175,1046.999988,
31.49,34165,1046.999988,
31.53,34156,1047.999996,
31.56,34147,1049.000004,
31.59,34137,1050.000012,
31.63,34128,1050.999984,
31.66,34118,1051.999992,
31.69,34109,1053,
31.73,34099,1054.000008,
31.76,34090,1055.000016,
31.79,34080,1055.999988,
31.83,34071,1056.999996,
31.86,34061,1058.000004,
31.89,34052,1059.000012,
31.93,34042,1059.999984,
31.96,34032,1060.999992,
31.99,34022,1062,
32.03,34012,1064.000016,
32.06,34001,1064.999988,
32.09,33991,1067.000004,
32.13,33981,1068.000012,
32.16,33971,1068.999984,
32.19,33960,1071,
32.23,33950,1072.000008,
32.26,33940,1073.999988,
32.29,33929,1074.999996,
32.33,33919,1076.000004,
32.36,33909,1077.999984,
32.39,33899,1078.999992,
32.43,33888,1081.000008,
32.46,33878,1082.000016,
32.49,33868,1082.999988,
32.53,33858,1085.000004,
32.56,33847,1086.000012,
32.59,33837,1087.999992,
32.63,33827,1089,
32.66,33816,1090.000008,
32.69,33806,1091.999988,
32.73,33796,1092.999996,
32.76,33786,1095.000012,
32.79,33775,1095.999984,
32.83,33765,1096.999992,
32.86,33755,1099.000008,
32.89,33745,1100.000016,
32.93,33734,1100.999988,
32.96,33724,1103.000004,
32.99,33714,1104.000012,
33.03,33703,1104.000012,
33.06,33693,1104.999984,
33.09,33682,1105.999992,
33.13,33672,1105.999992,
33.16,33661,1107,
33.19,33651,1108.000008,
33.23,33640,1108.000008,
33.26,33630,1109.000016,
33.3,33619,1109.999988,
33.33,33609,1110.999996,
33.36,33598,1110.999996,
33.4,33588,1112.000004,
33.43,33577,1113.000012,
33.46,33567,1113.000012,
33.5,33556,1113.999984,
33.53,33546,1114.999992,
33.56,33535,1114.999992,
33.6,33525,1116,
33.63,33514,1117.000008,
33.66,33504,1118.000016,
33.7,33493,1118.000016,
33.73,33483,1118.999988,
33.76,33472,1119.999996,
33.8,33462,1119.999996,
33.83,33451,1121.000004,
33.86,33441,1122.000012,
33.9,33430,1122.000012,
33.93,33420,1122.999984,
33.96,33409,1123.999992,
34,33398,1123.999992,
34.03,33386,1125,
34.06,33375,1125,
34.1,33363,1125,
34.13,33352,1126.000008,
34.16,33340,1126.000008,
34.2,33329,1126.000008,
34.23,33318,1127.000016,
34.26,33306,1127.000016,
34.3,33295,1127.999988,
34.33,33283,1127.999988,
34.36,33272,1127.999988,
34.4,33260,1128.999996,
34.43,33249,1128.999996,
34.46,33237,1128.999996,
34.5,33226,1130.000004,
34.53,33214,1130.000004,
34.56,33203,1131.000012,
34.6,33192,1131.000012,
34.63,33180,1131.000012,
34.66,33169,1131.999984,
34.7,33157,1131.999984,
34.73,33146,1131.999984,
34.76,33134,1132.999992,
34.8,33123,1132.999992,
34.83,33111,1134,
34.86,33100,1134,
34.9,33088,1134,
34.93,33077,1135.000008,
34.96,33066,1135.000008,
35,33057,1136.000016,
35.03,33047,1136.999988,
35.06,33038,1137.999996,
35.1,33029,1137.999996,
35.13,33020,1139.000004,
35.16,33011,1140.000012,
35.2,33002,1140.999984,
35.23,32993,1141.999992,
35.26,32984,1141.999992,
35.3,32974,1143,
35.33,32965,1144.000008,
35.36,32956,1145.000016,
35.4,32947,1145.999988,
35.43,32938,1145.999988,
35.46,32929,1146.999996,
35.5,32920,1148.000004,
35.53,32911,1149.000012,
35.56,32901,1149.999984,
35.6,32892,1149.999984,
35.63,32883,1150.999992,
35.66,32874,1152,
35.7,32865,1153.000008,
35.73,32856,1154.000016,
35.76,32847,1154.000016,
35.8,32838,1154.999988,
35.83,32828,1155.999996,
35.86,32819,1157.000004,
35.9,32810,1158.000012,
35.93,32801,1158.000012,
35.96,32792,1158.999984,
36,32781,1161,
36.03,32771,1162.000008,
36.06,32760,1163.000016,
36.1,32750,1164.999996,
36.13,32739,1166.000004,
36.16,32729,1167.000012,
36.2,32718,1168.999992,
36.23,32708,1170,
36.26,32697,1171.000008,
36.3,32687,1172.999988,
36.33,32676,1173.999996,
36.36,32666,1175.000004,
36.4,32655,1176.999984,
36.43,32645,1177.999992,
36.46,32634,1179,
36.5,32624,1181.000016,
36.53,32613,1181.999988,
36.56,32603,1182.999996,
36.6,32592,1185.000012,
36.63,32582,1185.999984,
36.67,32571,1188,
36.7,32561,1189.000008,
36.73,32551,1190.000016,
36.77,32540,1191.999996,
36.8,32530,1193.000004,
36.83,32519,1194.000012,
36.9,32498,1197,
36.93,32488,1198.000008,
36.97,32477,1199.000016,
37,32465,1199.999988,
37.07,32441,1199.999988,
37.1,32428,1200.999996,
37.13,32416,1200.999996,
37.17,32404,1200.999996,
37.23,32380,1202.000004,
37.27,32368,1202.000004,
37.3,32356,1202.000004,
37.37,32331,1203.000012,
37.4,32319,1203.000012,
37.47,32295,1203.999984,
37.5,32283,1203.999984,
37.53,32271,1203.999984,
37.57,32259,1203.999984,
37.6,32247,1204.999992,
37.63,32234,1204.999992,
37.67,32222,1204.999992,
37.7,32210,1204.999992,
37.73,32198,1206,
37.77,32186,1206,
37.8,32174,1206,
37.83,32162,1206,
37.87,32150,1207.000008,
37.9,32137,1207.000008,
37.93,32125,1207.000008,
37.97,32113,1208.000016,
38,32102,1208.000016,
38.03,32091,1208.999988,
38.07,32080,1208.999988,
38.1,32069,1209.999996,
38.13,32058,1209.999996,
38.17,32047,1209.999996,
38.2,32036,1211.000004,
38.23,32024,1211.000004,
38.27,32013,1212.000012,
38.33,31991,1212.999984,
38.37,31980,1212.999984,
38.4,31969,1213.999992,
38.43,31958,1213.999992,
38.47,31947,1215,
38.5,31936,1215,
38.53,31925,1216.000008,
38.57,31913,1216.000008,
38.6,31902,1217.000016,
38.63,31891,1217.000016,
38.67,31880,1217.999988,
38.7,31869,1217.999988,
38.73,31858,1218.999996,
38.77,31847,1218.999996,
38.8,31836,1220.000004,
38.83,31825,1220.000004,
38.87,31814,1221.000012,
38.9,31802,1221.000012,
38.93,31791,1221.999984,
38.97,31780,1221.999984,
39,31769,1222.999992,
39.03,31758,1224,
39.07,31747,1226.000016,
39.1,31736,1226.999988,
39.13,31725,1227.999996,
39.17,31714,1229.000004,
39.2,31703,1230.000012,
39.23,31692,1230.999984,
39.27,31681,1231.999992,
39.3,31670,1233,
39.33,31659,1235.000016,
39.37,31648,1235.999988,
39.4,31637,1236.999996,
39.43,31626,1238.000004,
39.47,31615,1239.000012,
39.5,31604,1239.999984,
39.53,31593,1240.999992,
39.57,31582,1242,
39.6,31571,1244.000016,
39.63,31560,1244.999988,
39.67,31549,1245.999996,
39.7,31538,1247.000004,
39.73,31527,1248.000012,
39.77,31516,1248.999984,
39.8,31505,1249.999992,
39.83,31494,1252.000008,
39.87,31483,1253.000016,
39.9,31472,1253.999988,
39.94,31461,1254.999996,
39.97,31450,1256.000004,
40,31437,1256.000004,
40.04,31425,1257.000012,
40.07,31413,1257.000012,
40.1,31400,1257.999984,
40.14,31388,1257.999984,
40.17,31375,1257.999984,
40.2,31363,1258.999992,
40.24,31350,1258.999992,
40.27,31338,1260,
40.3,31326,1260,
40.34,31313,1261.000008,
40.37,31301,1261.000008,
40.4,31288,1261.000008,
40.44,31276,1262.000016,
40.47,31263,1262.000016,
40.5,31251,1262.999988,
40.54,31239,1262.999988,
40.57,31226,1263.999996,
40.6,31214,1263.999996,
40.64,31201,1263.999996,
40.67,31189,1265.000004,
40.7,31176,1265.000004,
40.74,31164,1266.000012,
40.77,31152,1266.000012,
40.8,31139,1266.999984,
40.84,31127,1266.999984,
40.87,31114,1266.999984,
40.9,31102,1267.999992,
40.94,31089,1267.999992,
40.97,31077,1269,
41,31065,1269,
41.04,31053,1270.000008,
41.07,31042,1270.000008,
41.1,31030,1271.000016,
